Process Hacker 3.0.4365
Windows NT 10.0 (64-bit)
上午 1:42:03 2021/10/16 周六

"Name","PID","CPU","I/O total rate","Private bytes","Working set","Description","Company name","User name","File name","Command line","Package name"
"        Code.exe","12244","","","186.79 MB","115.41 MB","Visual Studio Code","Microsoft Corporation","DESKTOP-83L081J\krysl","D:\Program Files\VS Code\Code.exe","""D:\Program Files\VS Code\Code.exe"" g:\extensions\vscode-extensions-dir\intellsmi.comment-translate-1.5.0\server\out\server.js --node-ipc --clientProcessId=6856",""
"        Code.exe","6236","0.07","","22.78 MB","74.08 MB","Visual Studio Code","Microsoft Corporation","DESKTOP-83L081J\krysl","D:\Program Files\VS Code\Code.exe","""D:\Program Files\VS Code\Code.exe"" ""d:\Program Files\VS Code\resources\app\extensions\json-language-features\server\dist\node\jsonServerMain"" --node-ipc --clientProcessId=6856",""
"        Code.exe","21764","","","21.61 MB","78.74 MB","Visual Studio Code","Microsoft Corporation","DESKTOP-83L081J\krysl","D:\Program Files\VS Code\Code.exe","""D:\Program Files\VS Code\Code.exe"" g:\extensions\vscode-extensions-dir\dbaeumer.vscode-eslint-2.2.1\server\out\eslintServer.js --node-ipc --clientProcessId=6856",""
"        Code.exe","21876","0.07","","47.12 MB","73.25 MB","Visual Studio Code","Microsoft Corporation","DESKTOP-83L081J\krysl","D:\Program Files\VS Code\Code.exe","""D:\Program Files\VS Code\Code.exe"" ""d:\Program Files\VS Code\resources\app\extensions\html-language-features\server\dist\node\htmlServerMain"" --node-ipc --clientProcessId=6856",""
"      Code.exe","20008","","","21.36 MB","74.77 MB","Visual Studio Code","Microsoft Corporation","DESKTOP-83L081J\krysl","D:\Program Files\VS Code\Code.exe","""D:\Program Files\VS Code\Code.exe"" ""d:\Program Files\VS Code\resources\app\out\bootstrap-fork"" --type=watcherService",""
"  ida64.exe","14664","0.11","","147.64 MB","39.55 MB","The Interactive Disassembler","Hex-Rays SA","DESKTOP-83L081J\krysl","D:\Program Files\IDA 7.5\ida64.exe","""D:\Program Files\IDA 7.5\ida64.exe"" ",""
"NVIDIA Web Helper.exe","2768","","","34.68 MB","3.14 MB","NVIDIA Web Helper Service","Node.js","DESKTOP-83L081J\krysl","C:\Program Files (x86)\NVIDIA Corporation\NvNode\NVIDIA Web Helper.exe","""C:\Program Files (x86)\NVIDIA Corporation\NvNode\NVIDIA Web Helper.exe"" index.js",""
"  conhost.exe","10064","","","6.19 MB","1.07 MB","Console Window Host","Microsoft Corporation","DESKTOP-83L081J\krysl","C:\Windows\System32\conhost.exe","\??\C:\WINDOWS\system32\conhost.exe 0x4",""
"CCleaner64.exe","13484","0.03","","20.6 MB","30.17 MB","CCleaner","Piriform Software Ltd","DESKTOP-83L081J\krysl","D:\Program Files\CCleaner\CCleaner64.exe","""D:\Program Files\CCleaner\CCleaner.exe"" /MONITOR /uac",""
"WeaselServer.exe","7376","","","4.4 MB","15.93 MB","小狼毫算法服務","式恕堂","DESKTOP-83L081J\krysl","D:\Program Files\Weasel\WeaselServer.exe","""D:\Program Files\Weasel\WeaselServer.exe""",""
"IAStorIcon.exe","9232","","","36.3 MB","37.23 MB","IAStorIcon","Intel Corporation","DESKTOP-83L081J\krysl","D:\Program Files\Intel\Intel(R) Rapid Storage Technology\IAStorIcon.exe","""D:\Program Files\Intel\Intel(R) Rapid Storage Technology\IAStorIcon.exe""",""
"adb.exe","12912","","264 B/s","2.89 MB","10.12 MB","","","DESKTOP-83L081J\krysl","D:\Android\Sdk\platform-tools\adb.exe","adb -L tcp:5037 fork-server server --reply-fd 576",""
"chrome.exe","11416","0.29","125.99 kB/s","205.87 MB","288.06 MB","Google Chrome","Google LLC","DESKTOP-83L081J\krysl","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe""",""
"  chrome.exe","7096","","","2.85 MB","8.51 MB","Google Chrome","Google LLC","DESKTOP-83L081J\krysl","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=crashpad-handler ""--user-data-dir=C:\Users\krysl\AppData\Local\Google\Chrome\User Data"" /prefetch:7 --monitor-self-annotation=ptype=crashpad-handler ""--database=C:\Users\krysl\AppData\Local\Google\Chrome\User Data\Crashpad"" --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=plat=Win64 --annotation=prod=Chrome --annotation=ver=94.0.4606.81 --initial-client-data=0xf0,0xf4,0xf8,0xcc,0xfc,0x7ffe5b2ea3a0,0x7ffe5b2ea3b0,0x7ffe5b2ea3c0",""
"  chrome.exe","2984","0.05","16.14 kB/s","557.2 MB","240.87 MB","Google Chrome","Google LLC","DESKTOP-83L081J\krysl","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=gpu-process --field-trial-handle=1728,16727986369571210215,9113939903247173670,131072 --gpu-preferences=UAAAAAAAAADgAAAIAAAAAAAAAAAAAAAAAABgAIAAAAAwAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAHgAAAAAAAAAeAAAAAAAAAAoAAAABAAAACAAAAAAAAAAKAAAAAAAAAAwAAAAAAAAADgAAAAAAAAAEAAAAAAAAAAAAAAADQAAABAAAAAAAAAAAQAAAA0AAAAQAAAAAAAAAAQAAAANAAAAEAAAAAAAAAAHAAAADQAAAAgAAAAAAAAACAAAAAAAAAA= --mojo-platform-channel-handle=1748 /prefetch:2",""
"  chrome.exe","10136","","4.23 kB/s","19.63 MB","37.37 MB","Google Chrome","Google LLC","DESKTOP-83L081J\krysl","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --field-trial-handle=1728,16727986369571210215,9113939903247173670,131072 --lang=zh-CN --service-sandbox-type=none --mojo-platform-channel-handle=2164 /prefetch:8",""
"  chrome.exe","16468","","","10.21 MB","16.62 MB","Google Chrome","Google LLC","DESKTOP-83L081J\krysl","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=storage.mojom.StorageService --field-trial-handle=1728,16727986369571210215,9113939903247173670,131072 --lang=zh-CN --service-sandbox-type=utility --mojo-platform-channel-handle=2368 /prefetch:8",""
"  chrome.exe","4000","","","17.88 MB","150.73 MB","Google Chrome","Google LLC","DESKTOP-83L081J\krysl","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --extension-process --cross-origin-webassembly-module-sharing-allowed --display-capture-permissions-policy-allowed --field-trial-handle=1728,16727986369571210215,9113939903247173670,131072 --lang=zh-CN --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=3048 /prefetch:1",""
"  chrome.exe","15996","0.02","1.82 kB/s","75.88 MB","213.82 MB","Google Chrome","Google LLC","DESKTOP-83L081J\krysl","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --extension-process --cross-origin-webassembly-module-sharing-allowed --display-capture-permissions-policy-allowed --field-trial-handle=1728,16727986369571210215,9113939903247173670,131072 --lang=zh-CN --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=6 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=3472 /prefetch:1",""
"  chrome.exe","11620","","2.74 kB/s","69.47 MB","186.97 MB","Google Chrome","Google LLC","DESKTOP-83L081J\krysl","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --extension-process --cross-origin-webassembly-module-sharing-allowed --display-capture-permissions-policy-allowed --field-trial-handle=1728,16727986369571210215,9113939903247173670,131072 --lang=zh-CN --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=3744 /prefetch:1",""
"  chrome.exe","16344","","","28.31 MB","66.39 MB","Google Chrome","Google LLC","DESKTOP-83L081J\krysl","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --extension-process --cross-origin-webassembly-module-sharing-allowed --display-capture-permissions-policy-allowed --field-trial-handle=1728,16727986369571210215,9113939903247173670,131072 --lang=zh-CN --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=8 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=4020 /prefetch:1",""
"  chrome.exe","2820","0.01","55.98 kB/s","154.74 MB","103.44 MB","Google Chrome","Google LLC","DESKTOP-83L081J\krysl","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --extension-process --cross-origin-webassembly-module-sharing-allowed --display-capture-permissions-policy-allowed --field-trial-handle=1728,16727986369571210215,9113939903247173670,131072 --lang=zh-CN --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=9 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=4724 /prefetch:1",""
"  chrome.exe","17148","","","23.88 MB","40.1 MB","Google Chrome","Google LLC","DESKTOP-83L081J\krysl","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --extension-process --cross-origin-webassembly-module-sharing-allowed --display-capture-permissions-policy-allowed --field-trial-handle=1728,16727986369571210215,9113939903247173670,131072 --lang=zh-CN --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=10 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=4344 /prefetch:1",""
"  chrome.exe","6888","","","15.78 MB","33.4 MB","Google Chrome","Google LLC","DESKTOP-83L081J\krysl","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --extension-process --cross-origin-webassembly-module-sharing-allowed --display-capture-permissions-policy-allowed --field-trial-handle=1728,16727986369571210215,9113939903247173670,131072 --lang=zh-CN --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=11 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=5228 /prefetch:1",""
"  chrome.exe","16036","","","57.43 MB","73.86 MB","Google Chrome","Google LLC","DESKTOP-83L081J\krysl","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --extension-process --cross-origin-webassembly-module-sharing-allowed --display-capture-permissions-policy-allowed --field-trial-handle=1728,16727986369571210215,9113939903247173670,131072 --lang=zh-CN --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=12 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=5244 /prefetch:1",""
"  chrome.exe","8140","","","27.5 MB","53.16 MB","Google Chrome","Google LLC","DESKTOP-83L081J\krysl","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --extension-process --cross-origin-webassembly-module-sharing-allowed --display-capture-permissions-policy-allowed --field-trial-handle=1728,16727986369571210215,9113939903247173670,131072 --lang=zh-CN --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=13 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=5396 /prefetch:1",""
"  chrome.exe","3972","","","33.69 MB","52.41 MB","Google Chrome","Google LLC","DESKTOP-83L081J\krysl","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --extension-process --cross-origin-webassembly-module-sharing-allowed --display-capture-permissions-policy-allowed --field-trial-handle=1728,16727986369571210215,9113939903247173670,131072 --lang=zh-CN --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=14 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=5704 /prefetch:1",""
"  chrome.exe","10852","","640 B/s","35.3 MB","67.13 MB","Google Chrome","Google LLC","DESKTOP-83L081J\krysl","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --extension-process --cross-origin-webassembly-module-sharing-allowed --display-capture-permissions-policy-allowed --field-trial-handle=1728,16727986369571210215,9113939903247173670,131072 --lang=zh-CN --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=15 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=6088 /prefetch:1",""
"  chrome.exe","3372","0.03","11.55 kB/s","49.12 MB","88.37 MB","Google Chrome","Google LLC","DESKTOP-83L081J\krysl","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --extension-process --cross-origin-webassembly-module-sharing-allowed --display-capture-permissions-policy-allowed --field-trial-handle=1728,16727986369571210215,9113939903247173670,131072 --lang=zh-CN --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=16 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=6152 /prefetch:1",""
"  chrome.exe","16860","","","16.09 MB","30.24 MB","Google Chrome","Google LLC","DESKTOP-83L081J\krysl","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --extension-process --cross-origin-webassembly-module-sharing-allowed --display-capture-permissions-policy-allowed --field-trial-handle=1728,16727986369571210215,9113939903247173670,131072 --lang=zh-CN --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=17 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=6184 /prefetch:1",""
"  chrome.exe","5756","","","7.88 MB","18.69 MB","Google Chrome","Google LLC","DESKTOP-83L081J\krysl","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=audio.mojom.AudioService --field-trial-handle=1728,16727986369571210215,9113939903247173670,131072 --lang=zh-CN --service-sandbox-type=audio --mojo-platform-channel-handle=7908 /prefetch:8",""
"  chrome.exe","11976","","","16.63 MB","39.6 MB","Google Chrome","Google LLC","DESKTOP-83L081J\krysl","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --cross-origin-webassembly-module-sharing-allowed --display-capture-permissions-policy-allowed --field-trial-handle=1728,16727986369571210215,9113939903247173670,131072 --lang=zh-CN --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=312 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=12452 /prefetch:1",""
"  chrome.exe","23344","","","15.86 MB","33.59 MB","Google Chrome","Google LLC","DESKTOP-83L081J\krysl","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --extension-process --cross-origin-webassembly-module-sharing-allowed --display-capture-permissions-policy-allowed --field-trial-handle=1728,16727986369571210215,9113939903247173670,131072 --lang=zh-CN --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=433 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=14044 /prefetch:1",""
"  chrome.exe","22716","","","57.97 MB","71.97 MB","Google Chrome","Google LLC","DESKTOP-83L081J\krysl","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --cross-origin-webassembly-module-sharing-allowed --display-capture-permissions-policy-allowed --field-trial-handle=1728,16727986369571210215,9113939903247173670,131072 --lang=zh-CN --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=539 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=8676 /prefetch:1",""
"  chrome.exe","9268","","","98.3 MB","62.6 MB","Google Chrome","Google LLC","DESKTOP-83L081J\krysl","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --cross-origin-webassembly-module-sharing-allowed --display-capture-permissions-policy-allowed --field-trial-handle=1728,16727986369571210215,9113939903247173670,131072 --lang=zh-CN --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=549 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=18220 /prefetch:1",""
"  chrome.exe","17324","","","131.42 MB","80.23 MB","Google Chrome","Google LLC","DESKTOP-83L081J\krysl","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --cross-origin-webassembly-module-sharing-allowed --display-capture-permissions-policy-allowed --field-trial-handle=1728,16727986369571210215,9113939903247173670,131072 --lang=zh-CN --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=571 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=9780 /prefetch:1",""
"  chrome.exe","17400","0.02","3.72 kB/s","66.93 MB","105.65 MB","Google Chrome","Google LLC","DESKTOP-83L081J\krysl","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --cross-origin-webassembly-module-sharing-allowed --display-capture-permissions-policy-allowed --field-trial-handle=1728,16727986369571210215,9113939903247173670,131072 --lang=zh-CN --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=580 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=15388 /prefetch:1",""
"  chrome.exe","22076","","","97.39 MB","147.83 MB","Google Chrome","Google LLC","DESKTOP-83L081J\krysl","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --cross-origin-webassembly-module-sharing-allowed --display-capture-permissions-policy-allowed --field-trial-handle=1728,16727986369571210215,9113939903247173670,131072 --lang=zh-CN --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=612 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=11640 /prefetch:1",""
"  chrome.exe","8244","","","112.4 MB","160.48 MB","Google Chrome","Google LLC","DESKTOP-83L081J\krysl","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --cross-origin-webassembly-module-sharing-allowed --display-capture-permissions-policy-allowed --field-trial-handle=1728,16727986369571210215,9113939903247173670,131072 --lang=zh-CN --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=613 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=18928 /prefetch:1",""
"  chrome.exe","12504","","","94.7 MB","138.82 MB","Google Chrome","Google LLC","DESKTOP-83L081J\krysl","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --cross-origin-webassembly-module-sharing-allowed --display-capture-permissions-policy-allowed --field-trial-handle=1728,16727986369571210215,9113939903247173670,131072 --lang=zh-CN --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=616 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=20168 /prefetch:1",""
"  chrome.exe","15452","0.01","","96.37 MB","139.52 MB","Google Chrome","Google LLC","DESKTOP-83L081J\krysl","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --cross-origin-webassembly-module-sharing-allowed --display-capture-permissions-policy-allowed --field-trial-handle=1728,16727986369571210215,9113939903247173670,131072 --lang=zh-CN --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=623 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=11628 /prefetch:1",""
"  chrome.exe","20584","","","13.39 MB","26.51 MB","Google Chrome","Google LLC","DESKTOP-83L081J\krysl","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --cross-origin-webassembly-module-sharing-allowed --display-capture-permissions-policy-allowed --field-trial-handle=1728,16727986369571210215,9113939903247173670,131072 --lang=zh-CN --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=627 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=18812 /prefetch:1",""
"TIM.exe","9100","0.85","17.36 kB/s","363.5 MB","306.52 MB","TIM","Tencent","DESKTOP-83L081J\krysl","D:\Program Files\Tencent\TIM\Bin\TIM.exe","""D:\Program Files\Tencent\TIM\Bin\TIM.exe""",""
"  QQExternal.exe","15480","","","57.25 MB","42.03 MB","TIM辅助进程","Tencent","DESKTOP-83L081J\krysl","D:\Program Files\Tencent\TIM\Bin\QQExternal.exe","""D:\Program Files\Tencent\TIM\Bin\QQExternal.exe"" /load=CefSubProcess.dll --high-dpi-support=1 --type=renderer --disable-gpu-compositing --no-sandbox --disable-direct-write --client-id=gfwebctrl --enable-deferred-image-decoding --lang=en-US --lang=en-US --log-severity=disable --product-version=""QQ/3.3.8.22043 TIM2.0/3.3.8.22043"" --device-scale-factor=1.50 --gf-dpi-flag --client-id=gfwebctrl --frame-rate=15 --enable-pinch --device-scale-factor=1.5 --font-cache-shared-mem-suffix=9100 --enable-pinch-virtual-viewport --enable-delegated-renderer --num-raster-threads=2 --use-image-texture-target=3553 --disable-gpu-compositing --channel=""9100.0.1386176910\730620863"" /prefetch:673131151",""
"MusNotifyIcon.exe","20840","","","3.72 MB","880 kB","MusNotifyIcon.exe","Microsoft Corporation","DESKTOP-83L081J\krysl","C:\Windows\System32\MusNotifyIcon.exe","%systemroot%\system32\MusNotifyIcon.exe NotifyTrayIcon 9",""
"QQPYUserCenter.exe","19228","0.99","","15.47 MB","23.01 MB","QQ拼音个人中心","Sogou","DESKTOP-83L081J\krysl","D:\Program Files\QQpinyin\6.6.6304.400\QQPYUserCenter.exe","""D:\Program Files\QQpinyin\6.6.6304.400\QQPYUserCenter.exe"" qqpinyin.ime",""
"conhost.exe","1360","","","6.19 MB","5.24 MB","Console Window Host","Microsoft Corporation","DESKTOP-83L081J\krysl","C:\Windows\System32\conhost.exe","\??\C:\WINDOWS\system32\conhost.exe 0x4",""
"vsls-agent.exe","7548","0.03","","29.66 MB","43.13 MB","Visual Studio Live Share Agent","Microsoft Corporation","DESKTOP-83L081J\krysl","G:\extensions\vscode-extensions-dir\ms-vsliveshare.vsliveshare-1.0.4991\dotnet_modules\vsls-agent.exe","""g:\extensions\vscode-extensions-dir\ms-vsliveshare.vsliveshare-1.0.4991\dotnet_modules\vsls-agent.exe""  --autoexit --enableRpcInitialize --pipe vscode.243574f7ed414d96f3b620db48d4bd25 --service https://prod.liveshare.vsengsaas.visualstudio.com/ --signalRServiceUri https://signlr-prod.core.vsengsaas.visualstudio.com/api/signalr/signalrhub --agentExtensionPath ""g:\extensions\vscode-extensions-dir\ms-vsliveshare.vsliveshare-1.0.4991\dotnet_modules\Microsoft.VisualStudio.LiveShare.Agent.PresenceService.dll""",""
"Taskmgr.exe","17660","1.59","1.28 kB/s","40.4 MB","58.53 MB","Task Manager","Microsoft Corporation","DESKTOP-83L081J\krysl","C:\Windows\System32\Taskmgr.exe","""C:\WINDOWS\System32\Taskmgr.exe"" /2",""
